age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
18,4,324046,6,4,8,3,4,0,0,0,12,39,0
33,6,155151,10,2,12,0,4,1,0,1740,50,39,0
19,4,38925,7,4,8,3,4,1,0,0,40,39,0
19,4,138760,9,4,7,3,4,1,0,0,40,39,0
47,2,242552,10,4,11,1,2,1,0,0,40,39,0
36,6,66883,10,2,3,0,4,1,0,0,60,39,0
27,4,218781,9,2,6,0,4,1,0,0,50,39,0
22,4,176131,10,2,4,0,2,1,0,0,40,39,0
55,0,52267,14,2,0,0,4,1,0,0,18,39,0
41,4,24273,9,2,8,5,4,0,0,0,40,39,0
66,6,174788,10,4,12,1,4,0,0,0,20,39,0
36,4,141029,9,5,3,4,4,0,0,0,40,39,0
37,4,372525,14,0,10,4,4,1,0,0,48,39,0
43,4,169076,9,2,7,0,2,1,0,0,40,39,0
27,4,87239,10,2,6,0,4,1,0,0,45,39,0
26,4,202156,9,2,8,3,4,0,0,0,30,39,0
61,7,254890,9,2,14,0,4,1,0,0,40,39,0
31,4,286675,9,0,3,3,4,1,0,0,50,39,0
17,4,260978,7,4,8,3,4,1,0,0,14,30,0
59,2,130532,13,0,1,1,4,0,0,0,45,39,0
18,4,187240,7,4,6,3,4,1,0,0,18,39,0
30,4,156890,9,2,7,0,4,1,0,0,45,39,0
28,4,314659,10,4,7,1,4,1,0,0,42,39,0
21,1,181096,10,4,13,3,2,1,0,0,20,39,0
29,2,76978,10,4,4,1,2,0,0,0,50,39,0
32,4,259425,10,0,3,1,4,1,0,0,40,39,0
59,4,214865,9,6,4,4,4,0,0,0,50,39,0
52,4,153751,5,5,8,1,2,0,0,0,30,39,0
59,2,197290,5,2,8,0,4,1,0,0,40,39,0
71,6,494223,10,5,12,4,2,1,0,1816,2,39,0
50,4,173630,9,0,12,1,4,1,0,0,60,39,0
34,4,179877,9,4,3,3,4,1,0,0,40,39,0
43,4,37937,14,0,4,4,4,1,0,0,50,39,0
35,5,135289,9,2,8,0,4,1,0,0,60,39,0
27,4,132686,8,4,7,3,4,1,0,0,50,39,0
47,6,165039,10,4,8,4,2,0,0,0,40,39,0
39,7,77516,13,4,1,1,4,1,2174,0,40,39,0
39,4,38145,10,2,7,0,4,1,0,0,60,39,0
33,4,79303,9,2,5,0,4,1,0,0,45,39,0
34,2,202729,9,2,11,0,4,1,0,0,40,39,0
20,4,196745,10,4,8,3,4,0,594,0,16,39,0
25,4,277444,13,2,12,0,4,1,0,0,50,39,0
27,4,149624,10,2,1,0,4,1,0,0,30,39,0
33,2,171889,9,0,14,4,4,0,0,0,43,39,0
51,4,82720,9,2,3,0,4,1,0,0,40,39,0
27,6,208577,9,4,3,1,4,1,0,2258,50,39,0
41,4,238355,3,2,5,0,4,1,0,0,40,26,0
27,4,167501,13,2,10,5,4,0,0,0,40,39,0
54,4,200783,10,2,12,0,4,1,0,0,40,39,0
56,4,174351,8,2,3,0,4,1,0,0,40,22,0
41,4,291965,10,4,13,4,1,0,0,0,40,30,0
38,4,33887,9,4,7,2,4,1,0,0,40,39,0
61,4,195595,4,3,7,1,4,1,0,0,40,13,0
30,4,140011,11,2,6,0,4,1,0,0,53,39,0
34,4,124827,6,2,14,0,4,1,0,0,80,39,0
35,4,238433,11,0,4,4,4,1,0,0,40,39,0
44,4,259479,9,0,14,4,4,1,0,0,50,39,0
23,4,122048,9,4,7,2,4,0,0,0,40,39,0
62,2,167889,16,6,10,4,4,0,0,0,40,20,0
60,4,71683,5,2,7,0,4,1,0,0,49,39,0
46,4,155654,9,2,8,5,4,0,0,0,40,39,0
44,4,152744,14,4,10,1,1,0,0,0,40,30,0
53,4,127117,9,2,7,0,4,1,0,0,40,39,0
36,4,296999,10,0,3,1,4,0,0,0,37,39,0
24,2,103277,13,4,10,3,4,0,0,0,50,39,0
29,4,204663,9,4,3,3,4,1,3325,0,40,39,0
54,4,150999,10,2,4,0,4,1,0,0,44,39,0
43,4,172025,9,6,7,1,4,0,0,0,40,39,0
58,4,187067,13,4,10,1,4,0,0,0,62,2,0
29,2,95471,13,2,4,0,4,1,0,0,55,39,0
56,4,91251,9,2,8,0,1,1,0,0,20,3,0
50,4,27432,13,2,10,0,4,1,0,0,30,39,0
46,1,268281,12,0,1,4,4,0,0,0,40,39,0
37,7,272471,10,6,14,4,4,0,0,0,40,39,0
38,6,248929,9,2,14,0,4,1,0,0,50,39,0
26,4,224426,14,4,4,3,4,1,0,0,38,39,0
34,6,181091,10,4,5,3,4,1,0,0,50,39,0
38,4,247547,9,4,8,4,2,0,0,0,40,39,0
32,4,156192,9,4,8,3,4,1,0,0,20,39,0
40,4,144778,9,4,6,1,4,1,0,0,40,39,0
20,4,219835,10,4,12,3,4,1,0,0,30,0,0
32,4,38797,11,4,3,1,4,1,0,0,40,39,0
36,2,312785,13,4,10,3,2,1,0,0,35,39,0
31,4,162572,13,2,4,0,4,1,0,0,40,39,0
30,7,127610,11,4,10,1,4,0,0,0,40,39,0
18,4,183315,7,4,12,3,2,0,0,0,10,39,0
43,4,220609,10,0,13,1,4,0,0,0,50,39,0
33,2,203051,9,4,1,3,4,1,0,0,46,39,0
20,4,204641,9,4,1,3,4,1,0,0,20,39,0
42,4,129684,9,0,4,1,2,0,5455,0,50,39,0
35,4,129305,9,4,8,1,4,1,0,0,30,39,0
36,4,133655,9,3,1,4,4,0,0,0,40,39,0
37,4,39606,11,0,12,4,4,0,0,0,40,39,0
49,7,118567,10,2,5,0,4,1,0,0,40,39,0
27,4,249315,10,4,12,1,4,1,0,0,44,39,0
28,4,198493,12,4,1,2,4,1,0,0,35,39,0
17,4,126771,8,4,10,3,4,1,0,0,7,39,0
43,4,355728,9,0,7,3,4,1,0,0,40,39,0
53,4,288020,13,2,10,0,1,1,0,0,40,24,0
59,4,114678,9,4,3,1,2,1,0,0,60,39,0
28,4,203776,6,2,3,0,4,1,0,0,50,39,0
33,4,236379,13,2,12,0,4,1,0,0,45,39,0
44,4,121130,9,0,8,4,4,0,0,0,40,39,0
42,4,132481,12,0,10,1,4,0,0,0,24,39,0
72,0,177226,9,2,0,0,4,1,0,0,8,39,0
52,2,298035,14,2,10,0,4,1,0,0,40,39,0
72,6,258761,9,2,5,0,4,1,0,0,40,39,0
75,4,71898,1,4,9,1,1,0,0,0,48,30,0
18,4,155503,7,4,8,3,4,1,0,0,20,39,0
47,4,297884,6,6,7,1,4,1,0,0,40,39,0
33,4,58305,11,2,3,0,4,1,0,0,40,39,0
23,4,224716,10,4,12,1,4,1,0,0,35,39,0
49,4,110015,11,2,3,0,4,1,0,0,45,12,0
79,4,121318,10,2,1,0,4,1,0,0,20,39,0
27,4,38353,11,2,12,0,4,1,0,0,60,39,0
21,4,220857,10,4,12,3,4,1,0,0,20,39,0
40,4,79488,9,5,8,1,4,0,0,0,40,39,0
53,4,346253,9,0,12,3,4,0,0,0,35,39,0
19,4,114066,10,4,1,3,4,0,0,0,26,39,0
49,4,256417,9,2,4,0,4,1,5013,0,40,26,0
32,4,127895,10,4,1,3,2,0,0,0,40,39,0
38,7,34364,14,0,1,1,4,0,0,0,40,39,0
65,4,151287,14,5,4,1,2,1,0,0,20,39,0
37,6,284616,10,4,12,3,4,1,0,0,48,39,0
17,4,171080,8,4,6,3,4,1,0,0,20,39,0
52,4,443742,10,0,4,1,4,1,0,0,60,39,0
63,0,321403,5,5,0,1,2,1,0,0,40,39,0
28,4,156300,14,4,4,1,2,0,0,0,45,39,0
44,4,111502,9,2,12,5,4,0,0,0,40,39,0
35,4,36270,9,0,3,1,4,1,0,0,60,39,0
71,4,124901,9,2,12,0,4,1,0,0,50,39,0
35,1,128608,13,4,4,3,4,1,0,0,40,39,0
39,4,367020,13,4,4,3,4,1,0,0,40,39,0
28,6,188278,13,2,3,0,4,1,0,0,55,39,0
24,4,138938,10,0,1,1,4,0,0,0,40,39,0
34,4,25322,13,3,7,1,1,1,0,2339,40,0,0
22,4,181313,11,4,8,1,4,0,0,0,30,39,0
32,4,123430,9,2,5,0,4,1,0,0,65,39,0
41,4,177989,16,2,10,0,4,1,0,2051,60,39,0
36,4,268292,9,2,3,0,4,1,0,0,41,39,0
26,4,359327,10,2,12,0,4,1,0,0,50,0,0
56,4,136472,4,2,7,0,2,1,0,0,48,39,0
22,4,129172,10,4,8,3,4,1,0,0,16,39,0
23,4,215616,9,4,8,1,4,0,0,0,20,39,0
34,6,120672,4,4,6,4,2,1,0,0,10,39,0
47,4,358465,10,0,1,1,4,0,0,0,40,39,0
20,4,283969,10,4,6,2,4,1,0,0,15,39,0
39,4,245665,12,0,10,1,4,1,0,0,60,39,0
28,4,176137,9,4,8,3,4,0,0,0,32,39,0
27,4,113501,14,4,1,3,4,1,0,0,45,39,0
34,4,126838,9,2,14,0,4,1,0,0,40,39,0
27,4,217200,10,4,1,1,4,1,0,0,40,39,0
33,4,92865,10,4,1,3,4,0,0,0,40,39,0
48,5,38819,9,2,3,0,4,1,0,0,36,39,0
35,4,509462,13,4,4,1,4,0,0,0,45,39,0
27,4,72208,10,4,1,3,2,1,0,0,40,39,0
37,4,344480,10,2,3,0,4,1,0,0,65,39,0
38,4,85244,13,5,3,1,4,1,0,0,40,39,0
66,4,298834,10,2,11,0,4,1,0,0,40,2,0
29,4,427965,13,4,1,1,2,0,0,0,40,39,0
64,4,631947,6,2,1,0,4,1,0,0,40,39,0
32,4,87643,13,2,12,0,4,1,0,0,40,39,0
32,6,33417,10,2,3,0,4,1,0,0,50,39,0
20,0,200061,10,4,0,3,4,0,0,0,40,0,0
29,6,405083,9,4,12,1,4,1,0,0,40,39,0
21,0,415913,10,4,0,3,4,1,0,0,40,39,0
55,2,286967,6,2,3,0,4,1,0,0,45,39,0
25,4,303431,9,2,1,5,4,0,0,0,40,39,0
38,4,204527,9,2,3,0,4,1,0,0,50,39,0
41,1,149102,9,4,6,1,4,1,0,1980,40,39,0
57,4,102442,10,0,1,4,4,0,0,0,40,39,0
37,7,195843,9,2,3,0,4,1,5013,0,40,39,0
47,6,59987,9,2,14,0,4,1,0,2002,42,39,0
83,2,107338,10,6,10,1,4,1,0,0,12,39,0
47,4,456661,4,2,3,0,4,1,0,0,40,26,0
59,6,381965,9,2,12,0,4,1,0,1740,80,39,0
30,4,156718,10,5,1,1,4,0,0,0,40,39,0
72,6,103368,10,2,5,0,4,1,0,0,21,39,0
27,4,190303,9,2,3,0,4,1,0,0,40,39,0
31,4,209538,6,2,7,0,4,1,0,0,40,39,0
19,4,86860,10,4,4,3,4,1,0,0,15,39,0
20,4,219122,10,4,8,1,4,1,0,0,40,39,0
19,4,179991,9,4,8,3,4,0,0,0,35,39,0
64,4,29559,9,0,6,1,4,0,0,0,38,39,0
23,4,91842,13,4,4,1,4,0,0,0,30,39,0
30,7,45737,10,4,1,1,4,0,0,0,40,39,0
42,4,334783,9,2,10,5,4,0,0,0,40,39,0
61,1,512864,10,2,14,0,2,1,0,0,40,39,0
35,6,120066,10,2,3,0,0,1,0,0,60,39,0
23,4,302312,9,0,11,1,2,1,0,0,40,39,0
52,2,305053,9,2,3,0,4,1,0,2051,40,39,0
49,4,240859,7,2,3,0,4,1,0,0,40,5,0
47,4,138342,9,2,3,0,4,1,0,0,50,39,0
22,1,262819,10,4,1,1,4,0,0,0,40,39,0
30,4,361742,10,2,4,0,4,1,0,0,50,39,0
22,4,315524,10,4,1,3,2,1,0,0,30,6,0
54,4,420691,2,2,8,0,4,1,0,0,40,26,0
25,1,406955,9,4,1,2,4,0,0,0,40,39,0
41,4,144032,9,2,4,0,4,1,0,0,60,39,0
29,4,130856,10,2,3,0,4,1,0,0,60,39,0
44,4,163215,8,0,7,4,4,0,0,0,40,39,0
51,4,122109,13,0,4,4,4,0,0,0,50,39,0
40,4,266631,9,2,3,0,2,1,0,0,40,14,0
28,4,82531,10,4,8,1,2,1,0,0,40,39,0
44,2,229148,10,2,6,0,2,1,0,0,40,39,0
62,4,57970,4,0,6,1,4,1,0,0,40,39,0
42,2,142049,10,0,13,4,4,0,0,0,32,39,0
71,2,161342,9,0,4,4,4,0,0,0,3,39,0
54,4,53833,13,2,12,0,4,1,0,0,50,39,0
75,6,165968,11,6,4,1,4,0,0,0,30,39,0
29,4,126399,9,0,12,4,4,0,0,0,32,39,0
22,4,237386,11,4,10,1,4,1,0,0,50,39,0
30,4,433325,6,2,3,0,4,1,0,0,40,26,0
30,4,101283,10,4,8,1,4,0,0,0,40,39,0
28,4,282398,10,0,3,1,4,1,0,0,35,39,0
32,4,93283,11,4,8,1,4,1,0,0,40,39,0
24,4,196269,7,2,6,0,3,1,0,0,40,39,0
21,4,230229,9,4,6,2,4,1,0,0,40,26,0
30,2,261319,4,2,14,0,4,1,0,0,40,39,0
21,4,311376,10,4,4,2,4,0,0,0,40,39,0
31,4,283268,13,4,10,4,4,0,0,0,36,39,0
37,4,338033,14,4,10,1,4,0,0,0,40,39,0
27,4,208249,9,2,6,0,4,1,0,0,62,39,0
28,4,187479,10,2,4,0,4,1,0,0,55,39,0
52,7,32372,10,2,10,0,4,1,0,0,40,39,0
34,4,201874,9,2,4,0,4,1,0,0,40,39,0
20,4,107746,7,4,14,2,4,1,0,0,40,13,0
29,4,178244,9,2,7,0,4,1,0,0,40,39,0
42,7,55764,12,0,10,1,2,1,0,0,40,39,0
59,4,226922,9,0,12,4,4,0,0,1762,30,39,0
38,4,32916,10,2,4,0,4,1,0,0,45,39,0
37,4,234807,9,0,1,4,4,0,0,0,37,39,0
27,4,191230,10,4,6,1,2,1,0,0,25,39,0
22,0,174626,4,4,0,3,4,1,0,0,40,39,0
21,4,91189,10,4,12,4,4,1,0,0,60,39,0
50,4,156877,9,2,1,0,4,1,0,0,35,39,0
36,4,327435,10,4,1,3,4,0,0,0,40,39,0
37,2,239161,10,5,11,3,3,1,0,0,52,39,0
36,4,549174,9,2,3,0,4,1,0,0,40,39,0
32,4,97723,10,4,3,1,4,1,0,0,38,39,0
47,4,213304,3,5,8,4,4,0,0,0,40,8,0
28,4,173673,3,4,8,1,4,0,0,0,40,26,0
23,4,224424,13,4,8,3,4,1,0,0,40,39,0
63,4,195540,11,0,4,1,2,1,0,1408,40,39,0
37,5,27997,9,4,14,1,4,1,0,0,50,39,0
53,6,98829,13,2,10,0,4,1,0,0,50,39,0
47,4,155509,9,5,8,2,2,0,0,0,35,39,0
17,4,183066,6,4,8,3,4,0,0,0,40,39,0
55,4,23789,9,0,4,1,4,0,0,0,40,39,0
26,4,114483,9,4,3,3,4,1,0,0,40,39,0
50,5,198400,9,2,12,0,2,1,0,0,60,39,0
18,4,109928,9,4,1,3,2,0,0,0,40,39,0
40,7,105936,15,4,10,3,4,0,0,0,40,39,0
47,7,205712,10,2,8,0,4,1,0,0,38,39,0
23,2,255252,10,4,8,3,4,1,0,0,20,39,0
60,6,36568,5,2,14,0,4,1,0,0,70,39,0
43,2,260696,13,0,10,4,4,0,0,0,55,39,0
61,4,260062,6,4,8,3,4,0,4416,0,38,39,0
31,4,128567,9,2,3,0,4,1,0,0,40,39,0
46,4,83064,10,2,7,0,4,1,0,0,40,39,0
42,4,200574,10,2,12,0,4,1,0,0,40,39,0
44,1,269792,13,2,1,0,4,1,0,0,43,39,0
44,4,182629,14,0,12,1,4,1,0,0,24,20,0
26,6,200681,9,2,4,0,4,1,0,0,40,28,0
19,4,125591,10,4,8,3,4,0,0,0,40,39,0
26,4,89389,10,0,10,1,4,0,0,0,40,39,0
74,0,29866,4,2,0,0,4,1,0,0,2,39,0
23,4,138037,13,4,10,3,4,1,0,1590,50,39,0
35,4,199288,7,5,14,1,4,1,0,0,90,39,0
38,4,22494,10,0,1,1,4,0,7443,0,40,39,0
20,4,218215,10,4,12,3,4,0,0,0,30,39,0
33,6,361817,9,5,3,4,4,1,0,0,50,39,0
45,4,246431,13,4,10,1,4,1,0,0,30,39,0
34,6,304622,13,0,10,4,4,0,0,0,50,39,0
46,5,283004,11,0,4,4,1,0,0,0,63,37,0
25,4,252752,10,4,14,1,4,0,0,0,45,39,0
61,0,135285,9,2,0,0,4,1,0,2603,32,39,0
32,6,171091,9,2,12,0,4,1,0,0,40,39,0
78,4,135692,10,2,3,0,4,1,0,0,40,39,0
34,4,98656,10,4,10,1,4,0,0,0,40,39,0
24,4,51973,13,4,10,3,4,0,0,0,20,39,0
38,4,272017,9,4,7,1,4,1,0,0,40,39,0
58,4,88572,9,0,1,4,4,0,0,0,45,39,0
34,4,209900,6,4,5,1,4,1,0,0,40,39,0
33,6,109509,9,4,3,1,4,1,0,0,35,39,0
45,4,98092,9,2,12,0,4,1,0,0,60,39,0
23,4,54472,10,3,8,1,4,0,0,0,50,39,0
38,4,96185,9,0,8,4,2,0,0,0,32,39,0
60,4,81578,5,2,12,0,4,1,0,0,40,39,0
26,4,152452,9,2,3,0,4,1,0,0,40,39,0
26,4,174267,10,4,6,1,4,1,0,0,64,39,0
27,4,183148,9,4,8,1,2,1,0,0,40,39,0
32,4,324386,13,4,10,3,4,1,0,0,40,39,0
18,0,252046,9,4,0,3,4,0,0,0,30,39,0
41,4,132853,2,2,14,0,4,1,0,0,40,26,0
33,7,150570,9,0,1,1,4,1,0,0,40,39,0
25,0,178960,7,4,0,4,4,0,0,0,40,39,0
30,4,48520,9,0,14,1,4,1,0,0,43,39,0
36,4,321760,13,4,1,1,4,0,0,0,17,39,0
26,4,167350,10,2,7,0,4,1,3137,0,50,39,0
29,6,178551,9,2,3,0,4,1,0,0,40,39,0
49,4,151584,10,2,8,0,4,1,0,0,32,39,0
32,4,31740,14,2,10,0,1,1,0,0,40,19,0
34,4,355571,9,0,7,4,2,0,0,0,40,39,0
34,4,119153,7,2,14,0,4,1,0,0,50,39,0
28,4,103802,13,4,4,3,4,0,0,1408,40,0,0
33,4,181091,8,2,3,0,4,1,0,0,16,39,0
19,4,178811,9,4,7,3,2,0,0,0,40,39,0
42,4,195124,4,3,10,2,4,1,0,0,35,33,0
32,4,198183,13,4,4,1,4,0,0,0,45,39,0
24,4,224059,9,2,7,0,4,1,0,0,40,39,0
33,4,169104,9,2,8,0,1,1,0,0,40,3,0
30,4,36069,12,2,12,0,4,1,0,0,40,39,0
44,4,118212,6,2,7,0,4,1,0,0,40,39,0
30,4,75167,13,2,4,0,4,1,0,0,55,39,0
28,4,186239,10,4,1,4,2,0,0,0,40,39,0
27,4,191177,10,4,1,3,4,0,0,0,40,39,0
20,4,83141,9,4,7,3,4,1,4416,0,53,39,0
24,4,216129,9,4,3,3,4,1,0,1408,50,39,0
18,4,400616,10,4,1,3,4,1,0,0,40,39,0
38,4,186934,10,2,3,0,4,1,0,0,45,39,0
44,4,215479,9,0,14,1,2,1,0,0,20,14,0
77,6,209507,10,4,3,1,4,1,0,0,40,39,0
46,7,107682,9,0,1,1,4,0,0,0,38,39,0
25,4,207875,4,2,6,0,4,1,0,0,40,26,0
28,6,282972,13,4,10,1,4,0,0,0,4,39,0
23,4,113106,12,4,12,3,4,0,0,0,35,39,0
28,4,402771,9,3,1,3,4,0,0,0,40,39,0
43,4,243380,10,2,1,0,4,1,0,0,40,39,0
40,4,283174,11,2,5,0,4,1,0,0,60,39,0
34,4,339142,9,5,6,4,4,0,0,0,40,39,0
19,4,57145,9,4,8,3,4,0,0,0,25,39,0
45,4,191357,11,2,3,0,4,1,0,0,40,39,0
22,4,117606,13,4,1,3,4,0,0,0,32,39,0
18,4,120599,7,4,1,4,4,1,0,0,40,39,0
49,4,83444,9,0,4,1,4,1,0,0,40,39,0
45,4,358886,8,2,1,0,4,1,2407,0,50,39,0
22,4,39432,9,2,3,0,4,1,0,0,40,39,0
64,7,105748,9,2,5,0,4,1,0,0,40,39,0
24,4,103064,13,4,10,1,4,0,0,0,40,39,0
27,4,194590,12,2,1,5,2,0,0,0,25,39,0
41,4,115849,9,2,14,0,4,1,0,0,40,39,0
58,4,256274,9,0,1,1,4,0,0,0,40,39,0
32,4,236396,9,2,6,0,4,1,0,0,40,39,0
64,4,298301,9,2,8,0,4,1,0,0,40,39,0
29,4,253801,9,4,3,2,4,1,0,0,40,39,0
33,2,267859,10,2,11,0,4,1,0,0,40,39,0
36,4,145704,9,0,7,4,4,0,0,0,40,39,0
48,4,102938,13,4,8,4,1,0,0,0,40,40,0
56,4,282023,9,2,1,0,4,1,0,0,40,39,0
33,4,121904,10,4,8,1,4,0,0,0,28,39,0
23,4,358355,3,2,6,5,4,0,0,0,40,26,0
33,4,31481,13,3,8,4,4,0,0,0,24,39,0
72,4,165622,10,6,1,1,4,0,0,0,25,39,0
40,4,155190,6,4,3,2,2,1,0,0,55,39,0
26,4,53833,9,4,8,4,4,1,0,0,40,39,0
36,4,66173,13,4,1,1,4,0,0,0,50,39,0
40,4,235786,9,5,3,1,4,1,0,0,40,39,0
19,4,78374,10,4,1,4,1,0,0,0,40,39,0
26,4,430195,7,5,8,4,2,1,0,0,40,39,0
35,4,66304,6,2,7,0,4,1,0,0,45,39,0
46,2,102308,9,4,3,3,4,1,0,0,40,39,0
52,4,46788,13,0,3,4,4,1,0,0,25,39,0
41,4,374764,13,6,4,4,4,1,0,0,20,39,0
73,0,132737,6,4,0,1,4,1,0,0,4,39,0
50,4,146310,5,2,7,0,4,1,0,0,40,39,0
17,4,134480,7,4,9,3,4,0,0,0,25,39,0
29,4,57596,10,0,1,1,4,0,0,0,40,39,0
28,4,215014,9,2,14,0,4,1,0,0,50,39,0
38,4,34378,4,2,3,0,4,1,0,0,40,39,0
50,4,68898,11,2,11,0,4,1,0,0,40,39,0
22,4,56582,9,4,5,1,4,1,0,0,50,39,0
36,4,224566,12,4,10,1,4,1,0,1669,45,39,0
25,4,80220,8,2,14,0,4,1,0,0,40,39,0
19,4,236570,9,4,1,3,4,0,0,0,16,39,0
27,4,153475,13,4,12,1,4,0,0,0,40,39,0
41,2,384236,11,4,8,1,4,1,0,0,40,39,0
41,4,24763,9,0,14,4,4,1,7443,0,40,39,0
59,2,283635,14,0,10,1,4,0,0,0,40,39,0
51,2,136823,9,2,4,5,4,0,0,0,32,39,0
47,6,94100,13,4,5,1,4,1,0,0,65,39,0
49,4,62793,9,0,12,3,4,0,0,0,40,39,0
68,0,170182,10,4,0,4,2,0,0,0,40,39,0
24,4,39827,10,2,7,5,3,0,0,0,40,33,0
32,4,198068,9,2,3,0,4,1,0,0,40,39,0
37,4,262409,14,0,4,4,4,0,0,213,45,39,0
24,4,122166,10,4,1,3,4,0,0,0,40,20,0
42,4,157367,9,4,1,4,2,0,0,0,35,0,0
41,6,226505,9,0,8,4,4,0,0,0,40,39,0
65,4,170939,13,0,10,1,4,1,6723,0,40,39,0
77,6,184046,13,6,10,1,4,0,0,0,20,39,0
31,4,161765,10,2,12,0,4,1,0,2051,57,39,0
23,4,204641,6,4,6,4,4,1,0,0,50,39,0
57,4,201159,12,6,1,2,4,0,0,0,40,39,0
23,7,35633,10,4,8,1,4,1,0,0,50,39,0
59,4,177120,5,2,8,0,4,1,0,0,40,39,0
18,4,274057,7,4,8,3,2,1,0,0,8,39,0
35,1,207973,16,2,10,0,4,1,0,0,55,2,0
44,6,138975,9,2,3,0,4,1,0,0,55,39,0
68,0,407338,10,2,0,0,4,1,0,0,20,39,0
24,4,153542,10,4,12,2,4,1,0,0,35,39,0
47,4,246396,9,2,1,0,4,1,0,0,40,26,0
26,4,239043,7,4,8,1,4,1,0,0,40,39,0
26,6,201579,3,4,10,4,4,1,0,0,14,26,0
48,4,250733,10,2,3,0,4,1,0,0,50,39,0
20,4,197997,9,4,3,1,4,1,0,0,40,39,0
33,2,156464,14,2,4,0,4,1,0,0,40,39,0
60,0,230165,13,2,0,0,2,1,0,0,40,39,0
39,5,241153,14,2,4,0,4,1,0,0,50,39,0
24,2,387108,10,2,11,0,2,1,0,0,40,39,0
34,4,324654,9,4,7,3,1,1,0,0,40,3,0
41,4,184846,10,0,1,4,4,0,0,0,40,39,0
28,4,299422,4,2,6,0,4,1,0,0,40,26,0
31,4,202729,9,2,14,0,4,1,0,0,50,39,0
19,4,249609,10,4,11,3,4,1,0,0,8,39,0
17,4,244523,6,4,8,3,4,1,0,0,20,39,0
27,4,155038,10,4,8,3,2,1,0,0,40,39,0
40,4,110028,10,2,3,0,4,1,0,0,40,39,0
31,4,101697,11,2,10,5,4,0,0,0,40,39,0
32,4,398019,4,4,9,1,4,0,0,0,15,26,0
47,4,101204,10,2,13,0,2,1,4064,0,40,39,0
45,4,363087,9,5,7,4,2,0,0,0,40,39,0
32,4,279173,13,0,12,1,4,1,0,0,45,39,0
21,4,27049,10,4,12,3,4,0,0,0,20,39,0
28,2,299249,9,0,11,1,4,0,0,0,40,39,0
48,4,254809,6,0,7,4,4,0,0,1594,32,39,0
51,4,147876,10,4,1,3,4,0,0,0,40,39,0
52,4,87205,9,0,8,1,4,0,0,0,38,39,0
45,4,274689,6,2,3,0,4,1,0,0,60,39,0
22,2,123727,10,4,10,1,4,0,0,0,21,39,0
44,4,159960,10,0,1,4,4,0,0,0,40,39,0
19,0,263224,7,4,0,4,4,0,0,0,30,39,0
20,4,180339,9,4,8,2,4,0,0,0,35,39,0
35,4,223514,13,2,1,5,2,0,0,0,40,39,0
40,5,225165,9,2,4,0,4,1,0,0,40,39,0
28,4,108569,13,2,10,0,4,1,0,0,43,39,0
70,4,235781,10,0,5,1,1,1,0,0,40,40,0
37,4,149297,9,4,6,1,0,1,0,0,30,39,0
21,4,153643,9,4,8,3,2,1,0,0,70,39,0
44,4,115932,12,2,10,0,4,1,0,0,40,39,0
21,4,118657,9,5,7,2,4,1,0,0,40,39,0
36,4,222584,9,0,1,4,2,0,0,0,40,39,0
35,4,186886,9,0,4,4,4,0,0,0,55,39,0
31,4,49325,9,2,7,0,4,1,0,0,40,39,0
47,5,207540,4,2,3,0,4,1,0,0,40,0,0
42,4,184682,11,0,13,1,4,0,0,0,30,39,0
63,7,99823,10,2,11,0,4,1,0,0,32,39,0
67,6,139960,4,2,3,0,4,1,0,0,40,39,0
28,6,183523,9,2,3,0,4,1,0,0,35,39,0
21,4,57211,9,4,3,3,4,1,0,0,40,39,0
32,4,193042,13,2,12,0,4,1,0,0,44,39,0
64,6,106538,14,0,10,1,4,1,0,0,50,39,0
26,1,76900,13,4,13,1,4,1,0,0,40,39,0
34,4,227689,11,0,13,1,4,0,0,0,64,39,0
71,0,52171,4,0,0,4,4,1,0,0,45,39,0
44,4,160369,10,2,9,0,4,1,0,0,2,39,0
18,4,218889,5,4,8,3,2,1,0,0,35,39,0
56,4,266091,13,4,10,1,4,0,2907,0,52,5,0
27,4,164607,13,2,8,0,4,1,0,0,40,39,0
53,7,21412,10,2,8,0,4,1,0,0,40,39,0
35,6,361888,13,2,12,0,4,1,0,0,60,24,0
20,0,173945,7,2,0,2,4,0,0,0,39,39,0
52,4,135607,10,6,8,4,2,0,0,0,40,0,0
18,4,135924,10,4,1,3,4,1,0,0,40,39,0
19,4,151801,6,4,6,3,4,1,0,0,39,39,0
39,4,32146,10,4,3,1,4,1,0,0,40,39,0
33,6,270889,9,4,14,1,4,1,0,0,60,39,0
29,4,244721,13,4,3,1,4,1,0,0,40,39,0
24,4,221442,10,0,8,1,4,0,0,0,36,39,0
29,4,178272,9,2,11,0,4,1,0,0,40,39,0
26,4,135848,13,4,12,1,4,1,0,0,10,13,0
23,4,194102,13,4,4,4,4,1,0,0,40,39,0
30,2,287737,10,4,11,1,4,0,3325,0,40,39,0
78,4,180239,14,6,3,4,1,1,0,0,40,35,0
34,4,127195,10,2,4,0,4,1,0,0,40,39,0
21,4,35424,10,4,12,3,4,0,0,0,25,39,0
39,4,175232,13,0,12,1,4,1,0,0,40,39,0
29,2,400074,10,2,4,3,4,0,0,0,40,39,0
34,4,193344,10,4,1,4,4,0,0,0,40,11,0
